"Latitude_WGS84";"Name";"AdmArea";"District";"Location";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"global_id";"geoData";
"55.730743892";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 8/18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631497006";"282752101";"{type=Point, coordinates=[37.631497006, 55.730743892]}";
"55.752292663";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Варварка, дом 4А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.625834963";"282752103";"{type=Point, coordinates=[37.625834963, 55.752292663]}";
"55.763344146";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Варсонофьевский переулок, дом 4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.62488842";"282752104";"{type=Point, coordinates=[37.62488842, 55.763344146]}";
"55.746272339";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Большой Власьевский переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590965598";"282752116";"{type=Point, coordinates=[37.590965598, 55.746272339]}";
"55.746815047";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Малый Власьевский переулок, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592841907";"282752122";"{type=Point, coordinates=[37.592841907, 55.746815047]}";
"55.75269267";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 7/6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605505018";"282752128";"{type=Point, coordinates=[37.605505018, 55.75269267]}";
"55.752222137";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 7/6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605219063";"282752129";"{type=Point, coordinates=[37.605219063, 55.752222137]}";
"55.752194828";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 7/6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60518817";"282752130";"{type=Point, coordinates=[37.60518817, 55.752194828]}";
"55.752757634";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 8/1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607271382";"282752131";"{type=Point, coordinates=[37.607271382, 55.752757634]}";
"55.752804713";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 8/1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607460913";"282752132";"{type=Point, coordinates=[37.607460913, 55.752804713]}";
"55.752796359";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 9, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.603557358";"282752134";"{type=Point, coordinates=[37.603557358, 55.752796359]}";
"55.759513386";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вознесенский переулок, дом 16/4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605516588";"282752135";"{type=Point, coordinates=[37.605516588, 55.759513386]}";
"55.759495601";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вознесенский переулок, дом 16/4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60553316";"282752136";"{type=Point, coordinates=[37.60553316, 55.759495601]}";
"55.770173358";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Волховский переулок, дом 21/23";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.685638488";"282752142";"{type=Point, coordinates=[37.685638488, 55.770173358]}";
"55.746260601";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606483247";"282752144";"{type=Point, coordinates=[37.606483247, 55.746260601]}";
"55.746174205";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606789023";"282752145";"{type=Point, coordinates=[37.606789023, 55.746174205]}";
"55.743321052";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605600349";"282752149";"{type=Point, coordinates=[37.605600349, 55.743321052]}";
"55.744852509";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604350912";"282752150";"{type=Point, coordinates=[37.604350912, 55.744852509]}";
"55.744039355";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606339394";"282752154";"{type=Point, coordinates=[37.606339394, 55.744039355]}";
"55.744066664";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606370282";"282752155";"{type=Point, coordinates=[37.606370282, 55.744066664]}";
"55.74440969";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гоголевский бульвар, дом 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602550623";"282752156";"{type=Point, coordinates=[37.602550623, 55.74440969]}";
"55.747381422";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 5/6, строение 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609438485";"282752157";"{type=Point, coordinates=[37.609438485, 55.747381422]}";
"55.770600486";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 11, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60139048";"282752161";"{type=Point, coordinates=[37.60139048, 55.770600486]}";
"55.769694411";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 5/9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602315621";"282752162";"{type=Point, coordinates=[37.602315621, 55.769694411]}";
"55.769685066";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 5/9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602284074";"282752163";"{type=Point, coordinates=[37.602284074, 55.769685066]}";
"55.770194356";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 8, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60202673";"282752164";"{type=Point, coordinates=[37.60202673, 55.770194356]}";
"55.711097016";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Восточная улица, дом 15/6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.658112766";"282752165";"{type=Point, coordinates=[37.658112766, 55.711097016]}";
"55.740391762";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, 1-й Вражский переулок, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.573528082";"282752166";"{type=Point, coordinates=[37.573528082, 55.740391762]}";
"55.742810714";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Всеволожский переулок, дом 2, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.598657127";"282752167";"{type=Point, coordinates=[37.598657127, 55.742810714]}";
"55.761055179";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вспольный переулок, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.58786658";"282752168";"{type=Point, coordinates=[37.58786658, 55.761055179]}";
"55.76190686";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вспольный переулок, дом 16, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.58847331";"282752171";"{type=Point, coordinates=[37.58847331, 55.76190686]}";
"55.744785161";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592930902";"282752175";"{type=Point, coordinates=[37.592930902, 55.744785161]}";
"55.744873792";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 31";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591254968";"282752177";"{type=Point, coordinates=[37.591254968, 55.744873792]}";
"55.74434181";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 31";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.5910989";"282752178";"{type=Point, coordinates=[37.5910989, 55.74434181]}";
"55.74483087";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 8А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.596927905";"282752179";"{type=Point, coordinates=[37.596927905, 55.74483087]}";
"55.768950064";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.589860685";"282752185";"{type=Point, coordinates=[37.589860685, 55.768950064]}";
"55.763448863";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Гнездниковский переулок, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605471747";"282752189";"{type=Point, coordinates=[37.605471747, 55.763448863]}";
"55.74723961";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 21, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599326818";"282752196";"{type=Point, coordinates=[37.599326818, 55.74723961]}";
"55.748571762";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 25, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599518069";"282752197";"{type=Point, coordinates=[37.599518069, 55.748571762]}";
"55.739264947";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Голиковский переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626850321";"282752204";"{type=Point, coordinates=[37.626850321, 55.739264947]}";
"55.739255965";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Голиковский переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626850636";"282752205";"{type=Point, coordinates=[37.626850636, 55.739255965]}";
"55.769368823";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Большой Головин переулок, дом 14";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.62845429";"282752206";"{type=Point, coordinates=[37.62845429, 55.769368823]}";
"55.769128706";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Малый Головин переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634328896";"282752209";"{type=Point, coordinates=[37.634328896, 55.769128706]}";
"55.737378412";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная набережная, дом 9/16, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648785336";"282752214";"{type=Point, coordinates=[37.648785336, 55.737378412]}";
"55.743039464";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649577357";"282752215";"{type=Point, coordinates=[37.649577357, 55.743039464]}";
"55.743084029";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649543958";"282752216";"{type=Point, coordinates=[37.649543958, 55.743084029]}";
"55.746158646";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 3, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.645582378";"282752217";"{type=Point, coordinates=[37.645582378, 55.746158646]}";
"55.746167453";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 3, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.645566141";"282752218";"{type=Point, coordinates=[37.645566141, 55.746167453]}";
"55.741207608";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 38";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650516735";"282752220";"{type=Point, coordinates=[37.650516735, 55.741207608]}";
"55.745636733";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 7/4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646333289";"282752221";"{type=Point, coordinates=[37.646333289, 55.745636733]}";
"55.745683577";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 7/4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646506909";"282752222";"{type=Point, coordinates=[37.646506909, 55.745683577]}";
"55.77737277";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Грохольский переулок, дом 32, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.643591053";"282752233";"{type=Point, coordinates=[37.643591053, 55.77737277]}";
"55.777372418";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Грохольский переулок, дом 32, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.643559177";"282752234";"{type=Point, coordinates=[37.643559177, 55.777372418]}";
"55.777031918";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Грохольский переулок, дом 5, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637958754";"282752235";"{type=Point, coordinates=[37.637958754, 55.777031918]}";
"55.777031741";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Грохольский переулок, дом 5, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637942816";"282752236";"{type=Point, coordinates=[37.637942816, 55.777031741]}";
"55.762572329";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Грузинская улица, дом 1, строение 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.579157335";"282752237";"{type=Point, coordinates=[37.579157335, 55.762572329]}";
"55.762563347";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Грузинская улица, дом 1, строение 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.579157662";"282752238";"{type=Point, coordinates=[37.579157662, 55.762563347]}";
"55.754802147";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Борисоглебский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590339368";"282752549";"{type=Point, coordinates=[37.590339368, 55.754802147]}";
"55.768091501";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Боярский переулок, дом 4, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.647802786";"282752550";"{type=Point, coordinates=[37.647802786, 55.768091501]}";
"55.656939853";"Городской Wi-Fi";"Юго-Восточный административный округ";"район Марьино";"город Москва, Братиславская улица, дом 18, корпус 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.75919783";"282752551";"{type=Point, coordinates=[37.75919783, 55.656939853]}";
"55.657355963";"Городской Wi-Fi";"Юго-Восточный административный округ";"район Марьино";"город Москва, Братиславская улица, дом 18, корпус 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.75858066";"282752552";"{type=Point, coordinates=[37.75858066, 55.657355963]}";
"55.736942156";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Бродников переулок, дом 10, корпус 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.616053339";"282752553";"{type=Point, coordinates=[37.616053339, 55.736942156]}";
"55.763134125";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Тверской бульвар, дом 25, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.601498403";"282752554";"{type=Point, coordinates=[37.601498403, 55.763134125]}";
"55.762773103";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600570974";"282752555";"{type=Point, coordinates=[37.600570974, 55.762773103]}";
"55.762763939";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600555365";"282752556";"{type=Point, coordinates=[37.600555365, 55.762763939]}";
"55.760232087";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 2/6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.597602056";"282752557";"{type=Point, coordinates=[37.597602056, 55.760232087]}";
"55.760231542";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 2/6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.597554264";"282752558";"{type=Point, coordinates=[37.597554264, 55.760231542]}";
"55.761315191";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.598806311";"282752559";"{type=Point, coordinates=[37.598806311, 55.761315191]}";
"55.762514414";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 21/13, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595225048";"282752560";"{type=Point, coordinates=[37.595225048, 55.762514414]}";
"55.762565213";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 21/13, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.594952273";"282752561";"{type=Point, coordinates=[37.594952273, 55.762565213]}";
"55.764669294";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 36";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592708898";"282752562";"{type=Point, coordinates=[37.592708898, 55.764669294]}";
"55.759620058";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607791754";"282752563";"{type=Point, coordinates=[37.607791754, 55.759620058]}";
"55.759638204";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607807044";"282752564";"{type=Point, coordinates=[37.607807044, 55.759638204]}";
"55.757216124";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 1Б, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605008942";"282752565";"{type=Point, coordinates=[37.605008942, 55.757216124]}";
"55.758009002";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 2/14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605984618";"282752566";"{type=Point, coordinates=[37.605984618, 55.758009002]}";
"55.758000019";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 2/14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605984938";"282752567";"{type=Point, coordinates=[37.605984938, 55.758000019]}";
"55.777001043";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Бутырский Вал, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.585105622";"282752568";"{type=Point, coordinates=[37.585105622, 55.777001043]}";
"55.707570382";"Городской Wi-Fi";"Южный административный округ";"Донской район";"город Москва, улица Вавилова, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.588809659";"282752569";"{type=Point, coordinates=[37.588809659, 55.707570382]}";
"55.731147474";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 2-4/44, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.635464187";"282752570";"{type=Point, coordinates=[37.635464187, 55.731147474]}";
"55.730604932";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 20";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629511245";"282752571";"{type=Point, coordinates=[37.629511245, 55.730604932]}";
"55.730064441";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 21, корпус 125";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.630199022";"282752572";"{type=Point, coordinates=[37.630199022, 55.730064441]}";
"55.730055458";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 21, корпус 125";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.630199336";"282752573";"{type=Point, coordinates=[37.630199336, 55.730055458]}";
"55.731010526";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633653498";"282752574";"{type=Point, coordinates=[37.633653498, 55.731010526]}";
"55.730763454";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 8/18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631639648";"282752575";"{type=Point, coordinates=[37.631639648, 55.730763454]}";
"55.76328547";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Варсонофьевский переулок, дом 6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626069921";"282752576";"{type=Point, coordinates=[37.626069921, 55.76328547]}";
"55.770712353";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.586034876";"282752577";"{type=Point, coordinates=[37.586034876, 55.770712353]}";
"55.770703371";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.586035201";"282752578";"{type=Point, coordinates=[37.586035201, 55.770703371]}";
"55.771324438";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.587686594";"282752579";"{type=Point, coordinates=[37.587686594, 55.771324438]}";
"55.771324255";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.587670659";"282752580";"{type=Point, coordinates=[37.587670659, 55.771324255]}";
"55.672807033";"Городской Wi-Fi";"Западный административный округ";"район Проспект Вернадского";"город Москва, проспект Вернадского, дом 56";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.495414379";"282752581";"{type=Point, coordinates=[37.495414379, 55.672807033]}";
"55.672816016";"Городской Wi-Fi";"Западный административный округ";"район Проспект Вернадского";"город Москва, проспект Вернадского, дом 56";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.495414034";"282752582";"{type=Point, coordinates=[37.495414034, 55.672816016]}";
"55.778921366";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Весковский переулок, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600566254";"282752583";"{type=Point, coordinates=[37.600566254, 55.778921366]}";
"55.778921547";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Весковский переулок, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600582193";"282752584";"{type=Point, coordinates=[37.600582193, 55.778921547]}";
"55.735762638";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Вишняковский переулок, дом 23-25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629473849";"282752585";"{type=Point, coordinates=[37.629473849, 55.735762638]}";
"55.735753477";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Вишняковский переулок, дом 23-25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629458243";"282752586";"{type=Point, coordinates=[37.629458243, 55.735753477]}";
"55.746281321";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Большой Власьевский переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590965274";"282752587";"{type=Point, coordinates=[37.590965274, 55.746281321]}";
"55.746290304";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Большой Власьевский переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.59096495";"282752588";"{type=Point, coordinates=[37.59096495, 55.746290304]}";
"55.745664544";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Малый Власьевский переулок, дом 3, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592819595";"282752589";"{type=Point, coordinates=[37.592819595, 55.745664544]}";
"55.745655562";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Малый Власьевский переулок, дом 3, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592819918";"282752590";"{type=Point, coordinates=[37.592819918, 55.745655562]}";
"55.746823848";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Малый Власьевский переулок, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592825658";"282752591";"{type=Point, coordinates=[37.592825658, 55.746823848]}";
"55.752536779";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 4/7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609988028";"282752592";"{type=Point, coordinates=[37.609988028, 55.752536779]}";
"55.752545401";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 4/7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609955854";"282752593";"{type=Point, coordinates=[37.609955854, 55.752545401]}";
